country,year,male_bmi,male_bp,male_expectancy,female_bmi,female_bp,female_expectancy
"Congo, Dem. Rep.",2006,19.8,131.9129,53,21.4,128.8512,56.1
"Congo, Rep.",2006,21.7,133.7195,58.2,22.8,131.7511,59.5
Colombia,2006,24.7,128.953,70,26.1,123.7262,77.1
Comoros,2006,22,133.5887,58.2,22.3,131.4868,61.6
Cape Verde,2006,23.2,137.2996,68.1,24.7,133.1961,76.1
Costa Rica,2006,26.2,128.404,76.1,26.8,121.4373,81.1
Cuba,2006,24.8,128.8739,74.9,26.3,125.9402,79.6
Cyprus,2006,27.2,131.3931,76.3,25.8,123.2031,80.5
Germany,2006,27,133.7589,76.8,25.7,125.9101,82.2
Djibouti,2006,23.1,132.2741,57,24.2,129.0673,60.4
Dominica,2006,24.4,134.1649,69.9,28.6,130.749,76.1
Denmark,2006,25.9,130.1517,75.9,25,120.4327,80.5
Algeria,2006,24.4,129.8688,71.3,26.1,130.1542,73.4
Ecuador,2006,25.4,128.984,71.7,26.9,123.2942,77.7
Egypt,2006,26.6,125.769,66.5,29.8,125.309,71.5
Eritrea,2006,20.9,128.2155,59.9,20.9,125.1285,63.3
Spain,2006,27.3,130.3103,77.7,26.3,122.53,84.2
Estonia,2006,26,138.2799,67.9,25.1,129.5979,78.9
Ethiopia,2006,20.1,128.5922,53.8,20.5,125.7065,56.5
Finland,2006,26.6,135.0228,75.8,25.5,127.2743,82.8
Fiji,2006,26.2,129.4984,65.1,28.9,127.4067,68.8
France,2006,25.7,131.4896,77.2,24.8,120.9448,84.2
"Micronesia, Fed. Sts.",2006,27.9,131.9484,68.4,30.9,125.1472,73.9
Gabon,2006,23.9,134.1927,61,25.6,130.9896,63.8
United Kingdom,2006,27.2,132.1116,77.1,26.8,125.3251,81.5
Georgia,2006,25.3,135.1912,66.7,26.2,130.7013,76
Ghana,2006,22.6,129.3996,58.8,24.1,128.5485,61.2
Guinea,2006,22.4,132.1869,54.3,22.3,131.9376,55.9
Gambia,2006,21.4,133.2307,57.6,24.4,130.0428,60.5
Guinea-Bissau,2006,21.6,131.6491,51.2,22.8,130.3005,55.5
Equatorial Guinea,2006,23.4,136.1404,54.5,24.2,132.1974,57.7
Greece,2006,26.2,128.5954,76.9,24.9,123.4277,82.7
Grenada,2006,25,131.0283,70.9,27,125.3864,76.8
Greenland,2006,25.9,132.9398,67.7,26.6,125.5636,72.5
Guatemala,2006,25.1,126.1616,66.3,26.5,120.7127,73.4
Guyana,2006,23.6,128.2815,62.5,26.3,124.7639,69.2
"Hong Kong, China",2006,24.8,127.3193,79.2,23.6,119.8005,85
Honduras,2006,24.9,127.5667,68.3,26.5,122.6677,72.3
Croatia,2006,26.4,135.4902,72.6,25.1,130.7402,79.3
Haiti,2006,23.5,129.058,58.5,23.1,124.9373,63.1
Hungary,2006,26.9,136.1256,69.1,25.9,129.0895,77.5
Indonesia,2006,21.6,128.6269,66,22.8,126.495,69.8
India,2006,20.9,124.4298,64.1,21.2,123.5742,66.9
Ireland,2006,27.5,135.3065,76.8,26.5,125.2032,81.5
Iran,2006,25.2,127.6557,69.8,26.9,125.324,74.9
Iraq,2006,26.6,127.0796,58.2,28.2,126.0201,69.5
Iceland,2006,27,129.7045,79.5,25.9,119.3365,83
Israel,2006,26.9,126.9111,78.5,27.1,121.925,82.3
Italy,2006,26.3,131.1359,78.6,24.8,124.2896,84.1
Jamaica,2006,23.8,130.0885,68.7,27,125.1657,73.8
Jordan,2006,27.3,125.0292,71.5,29.2,122.0584,75
Japan,2006,23.4,130.6493,78.9,21.9,122.6779,85.7
Kazakhstan,2006,25.9,134.1048,60.2,26.4,129.0692,71.3
Kenya,2006,21.4,131.1557,56.8,22.9,129.1883,59.6
Cambodia,2006,20.6,123.1227,62.9,21.5,117.7075,67
Kiribati,2006,28.9,128.3952,63.1,30.9,121.6944,66.5
Kuwait,2006,28.8,127.6623,75.2,30.9,124.2585,79.3
Lebanon,2006,27,128.4946,73.1,27.5,128.012,78.9
Liberia,2006,21.8,132.1358,56.2,23,130.8651,59.1
Libya,2006,26.4,135.2037,69.7,29,133.2049,74.1
Sri Lanka,2006,21.8,128.0338,67.5,23,124.7566,77.1
Lesotho,2006,21.6,130.9328,40.7,26.6,130.5963,45.3
Lithuania,2006,26.6,136.8258,65.7,26,131.0579,77.5
Luxembourg,2006,27.2,131.3817,77,26,123.2549,81.7
Latvia,2006,26.2,136.3905,65.2,25.5,129.8689,76.5
"Macao, China",2006,25.4,127.7513,79.3,24.8,122.3867,85.2
Morocco,2006,25.4,126.781,67.5,26,126.5998,70.9
Moldova,2006,24.1,133.106,64.4,26.9,129.8223,72.6
Madagascar,2006,21.3,133.2837,60,20.7,132.1026,62.7
Maldives,2006,22.9,127.6951,74,26.1,123.3047,76.7
Mexico,2006,27.2,126.1663,71.7,28.5,122.2699,77
Marshall Islands,2006,29.1,127.3439,61.8,31,121.4665,65.5
Mali,2006,21.6,127.2321,53.8,22.7,127.8232,55.5
Malta,2006,27.5,132.033,77.1,27,124.997,82.3
Myanmar,2006,21.2,124.9954,59.1,22.2,122.8937,64.8
Montenegro,2006,26.4,135.3234,71.3,25.6,129.5889,76.6
Mongolia,2006,24.6,135.8726,61.2,25.5,129.4893,70.4
Mozambique,2006,21.7,136.5796,50.6,23,134.6984,53.3
Mauritania,2006,22.4,132.1166,60.2,26,129.6881,63.6
Mauritius,2006,24.9,133.9692,69.5,25.9,130.7648,76.5
Malawi,2006,21.8,134.9758,51.2,22.7,132.8899,55.3
Malaysia,2006,24.5,126.9297,72.1,25.2,124.226,76.4
Namibia,2006,22.4,135.5237,50.4,24.9,132.9882,54.9
Niger,2006,21.1,138.2941,54,21.9,133.9211,55.1
Nigeria,2006,22.8,132.0797,48.9,23.5,135.0776,50.6
Nicaragua,2006,25.6,128.1921,65.7,27.3,123.2736,71.8
Netherlands,2006,25.8,131.3971,77.6,25.3,122.3825,81.9
Norway,2006,26.7,134.686,78.1,25.6,126.6151,82.7
Nepal,2006,20.7,125.2217,64,20.5,125.3445,67.8
Nauru,2006,33.5,133.7198,55.2,34.5,127.615,62.5
New Zealand,2006,27.5,127.6254,78,27.1,119.5661,82
Oman,2006,26,129.5183,72.4,26.6,127.3586,77.6
Pakistan,2006,22.2,126.646,62.1,23.3,126.4253,65.7
Panama,2006,26,129.368,73.1,27.4,122.785,79
Peru,2006,24.6,125.3669,71.2,25.9,120.0156,75.2
Philippines,2006,22.7,126.2499,68.6,23.3,122.4072,72
Palau,2006,30,130.8493,63.7,31.4,124.8005,70.5
Papua New Guinea,2006,24.8,122.4181,60.4,25.5,119.4845,63.9
Poland,2006,26.5,134.627,71,25.9,129.7838,79.6
Puerto Rico,2006,28.1,129.793,73.4,30,121.6788,81.5
Portugal,2006,26.5,134.7585,75.5,26.1,127.8999,82.5
Paraguay,2006,25.3,130.141,67.9,25.7,123.6236,73.9
French Polynesia,2006,30.5,131.7063,77.4,31.7,124.1924,82.5
Qatar,2006,27.8,130.6806,75.3,28.7,127.0595,79.3
Romania,2006,25.2,133.0859,68.1,25.1,129.0137,74.9
Russia,2006,25.7,131.8613,61.1,27,128.4646,73.8
Rwanda,2006,22.4,135.0844,57.5,21.9,134.3224,59.8
Saudi Arabia,2006,27.6,129.0945,73.5,29.3,127.0045,76.4
Sudan,2006,22.2,132.8162,57.7,22.9,129.1854,63
Senegal,2006,21.8,131.9591,60.5,24.1,129.9399,63
Singapore,2006,23.8,127.876,77.9,23,121.8727,83.5
Solomon Islands,2006,26.9,125.4787,66.3,28.5,123.6136,70.2
Sierra Leone,2006,22.3,134.1205,48.7,23.6,134.2858,49.9
El Salvador,2006,26.1,125.6942,66,27.5,119.8384,75.4
Somalia,2006,21.8,132.7764,49,22.5,130.8849,52.2
Serbia,2006,26.3,136.9807,70.4,25.6,130.5874,76.3
Sao Tome and Principe,2006,23.2,136.5895,62.1,24.6,135.6384,66.9
Suriname,2006,25.2,129.5468,64.5,27.5,124.5797,71
Slovak Republic,2006,26.7,135.5131,70.4,26.2,129.8332,78.4
Slovenia,2006,27.3,136.4041,74.8,26.5,130.3498,81.9
Sweden,2006,26.2,132.0793,78.7,25.1,123.6241,82.9
Seychelles,2006,25.3,135.648,67.4,27.8,128.9572,76.7
Syria,2006,26.8,128.17,71,28.7,127.2797,76
Chad,2006,21.3,130.9338,47.1,21.7,127.6515,49.5
Togo,2006,21.7,132.3712,55.9,22.5,130.61,56.6
Thailand,2006,22.9,124.4536,71,24.3,120.5915,79.1
Tajikistan,2006,23.6,131.7478,64.7,23.7,129.5563,69.5
Turkmenistan,2006,25,132.534,62.9,24.5,129.1159,70.2
Timor-Leste,2006,20.6,125.5745,61.6,21.4,122.3717,64.7
Tonga,2006,30.7,130.3268,67,33.8,125.4256,73.1
Trinidad and Tobago,2006,26.1,130.2611,68.3,28,124.8038,74.2
Tunisia,2006,24.9,128.8295,72.2,27.7,128.995,77.9
Turkey,2006,26.4,124.2738,70.6,28.1,124.7618,77.1
Taiwan,2006,24.3,125.2255,74.8,23.1,117.9895,81.5
Tanzania,2006,22.3,130.6383,55.6,22.9,130.0738,58.2
Uganda,2006,22.2,134.6739,52.8,22.3,133.9508,55.9
Ukraine,2006,25.2,136.503,63.2,26.1,131.4633,74.4
Uruguay,2006,26.2,132.0008,72.1,26.3,124.3387,80.5
United States,2006,28.3,123.4866,75.3,28.2,118.9686,80.4
Uzbekistan,2006,25.1,127.8766,65.2,25.2,124.0884,70.6
Venezuela,2006,27.2,131.8632,68.9,27.8,124.0539,76.9
British Virgin Islands,2006,27,134.5795,73.2,28.7,127.8021,76.7
Vietnam,2006,20.7,126.1855,68.6,20.9,121.8712,78.1
Vanuatu,2006,26.5,133.991,67.4,28,131.6923,72
Samoa,2006,30.1,132.1438,69.4,33.2,125.9399,75
South Africa,2006,26.2,132.9425,52.2,29.1,130.6266,55.9
Zambia,2006,20.5,133.1288,50.6,22.9,131.5008,52.8
Zimbabwe,2006,21.9,131.3616,44.3,24.6,131.5834,46.4
Afghanistan,2007,20.6,125.5242,57.3,21,124.9512,60.9
Angola,2007,22.1,133.3769,51.5,23.3,130.1006,55.8
Albania,2007,26.3,133.622,75.1,25.6,129.1707,80.2
Andorra,2007,27.5,131.7202,80.4,26.4,122.2979,85.5
United Arab Emirates,2007,27.9,128.0526,75.8,29.5,121.9592,79.5
Argentina,2007,27.4,128.1427,71.5,27.3,119.001,78.5
Armenia,2007,25.2,135.0587,68.1,27,132.8062,76.3
Antigua and Barbuda,2007,25.6,133.1128,73.3,27.4,125.2432,78.8
Australia,2007,27.5,127.6146,78.9,26.8,117.8952,83.6
Austria,2007,26.4,131.5106,77.3,25.1,124.4409,82.8
Azerbaijan,2007,25.5,131.8617,65.2,27.4,128.5917,72
Burundi,2007,21.5,134.6247,53.3,21.2,133.7834,56.1
Belgium,2007,26.7,128.8279,76.7,25.1,122.3231,82.2
Benin,2007,22.3,132.6187,56.4,23.6,130.1591,58.9
Burkina Faso,2007,21.2,131.2755,52.9,21.6,130.429,55.8
Bangladesh,2007,20.4,125.7276,65.4,20.4,124.9788,68.2
Bulgaria,2007,26.4,134.1078,69.5,25.5,128.6203,76.6
Bahrain,2007,27.7,130.5436,76.3,28.7,130.3834,79.5
Bahamas,2007,27.1,132.6018,69.4,29,124.5435,75.9
Bosnia and Herzegovina,2007,26.5,133.149,73.2,26.3,133.2426,79
Belarus,2007,26,136.4129,65.1,26.5,129.8116,76.6
Belize,2007,26.9,127.5655,68.2,29.7,120.8666,73.5
Bermuda,2007,28.3,133.3101,75.1,30.2,124.4272,83.7
Bolivia,2007,24.4,127.969,62.9,26.7,122.4936,67.4
Brazil,2007,25.6,132.8638,69,25.9,124.9911,75.9
Barbados,2007,26.3,130.9086,73,29.1,126.4137,77.5
Brunei,2007,24.1,128.1495,72.8,22.9,121.3056,77.1
Bhutan,2007,22.7,127.071,65.5,22.8,125.1504,68.7
Botswana,2007,22,133.3571,54.4,26,133.0542,57
Canada,2007,27.4,124.0326,78.2,26.6,118.4675,82.8
Switzerland,2007,26.1,130.5907,79.2,24.1,119.9433,84
Chile,2007,26.9,133.254,75,27.8,125.7291,80.5
China,2007,22.9,127.4165,72.2,22.9,124.1809,77.5
Cote d'Ivoire,2007,22.5,134.3187,52,23.7,131.4029,54
Cameroon,2007,23.6,130.9404,53.9,24.8,127.071,56.5
"Congo, Dem. Rep.",2007,19.8,132.3006,53.5,21.5,129.1045,56.4
"Congo, Rep.",2007,21.8,133.8682,58.8,23,131.7231,60.4
Colombia,2007,24.8,129.6302,70.4,26.2,123.8796,77.4
Comoros,2007,22,133.9817,58.3,22.4,131.8163,62
Cape Verde,2007,23.4,137.7295,68.3,24.8,133.331,77.2
Costa Rica,2007,26.4,128.758,76.1,26.9,121.3973,80.9
Cuba,2007,24.9,129.2446,75.1,26.4,126.0193,79.7
Cyprus,2007,27.3,131.3033,76.7,25.9,122.9174,81
Germany,2007,27.1,133.3145,76.9,25.7,125.4044,82.4
Djibouti,2007,23.3,132.6179,57.1,24.3,129.2121,61
Dominica,2007,24.5,134.6032,69.4,28.7,130.9328,74.7
Denmark,2007,26,129.9675,76.1,25.1,119.9982,80.5
Algeria,2007,24.5,129.9521,71.5,26.3,130.0306,73.7
Ecuador,2007,25.5,129.1857,71.8,27,123.135,77.9
Egypt,2007,26.6,125.841,66.6,30,125.21,71.7
Eritrea,2007,20.9,128.6276,60.4,21,125.4481,63.8
Spain,2007,27.4,130.3582,77.8,26.3,122.2758,84.2
Estonia,2007,26.1,138.4413,68,25.1,129.5624,79.1
Ethiopia,2007,20.2,129.0724,54.9,20.6,126.1723,58.1
Finland,2007,26.6,135.1586,75.9,25.6,126.9188,82.9
Fiji,2007,26.4,129.5393,65.1,29.1,127.4447,68.7
France,2007,25.8,131.2794,77.4,24.8,120.478,84.4
"Micronesia, Fed. Sts.",2007,28,132.0317,68.3,31.1,125.2964,74
Gabon,2007,24,134.141,61.2,25.8,130.6728,64.1
United Kingdom,2007,27.3,131.6553,77.4,26.9,124.7046,81.6
Georgia,2007,25.4,135.2926,67.2,26.3,130.6481,75.8
Ghana,2007,22.7,129.4272,58.8,24.2,128.4326,61.7
Guinea,2007,22.4,132.4817,54.6,22.4,132.1088,56.4
Gambia,2007,21.5,133.4487,58.2,24.6,130.1235,60.6
Guinea-Bissau,2007,21.6,131.974,52.1,22.8,130.525,56.1
Equatorial Guinea,2007,23.6,136.2975,54.9,24.4,132.1354,58.2
Greece,2007,26.3,128.5857,76.8,24.9,123.1853,82.6
Grenada,2007,25.1,131.3018,71.5,27.2,125.4974,77.4
Greenland,2007,25.9,133.0393,67.8,26.6,125.2784,71.9
Guatemala,2007,25.2,126.5598,66.6,26.7,120.8344,73.7
Guyana,2007,23.6,128.6781,63.1,26.4,124.9501,69.8
"Hong Kong, China",2007,24.9,127.4841,79.4,23.6,119.5678,85.2
Honduras,2007,25,127.9791,68.5,26.6,122.8235,72.4
Croatia,2007,26.5,135.5184,72.5,25.1,130.5685,79.2
Haiti,2007,23.6,129.5365,58.8,23.2,125.1519,63.4
Hungary,2007,27,136.0915,69.3,25.9,128.8946,77.5
Indonesia,2007,21.8,128.7562,66.5,22.9,126.4676,69.9
India,2007,20.9,124.1876,64.4,21.3,123.3593,67.3
Ireland,2007,27.6,135.1372,77.2,26.6,125.0136,81.8
Iran,2007,25.2,127.9138,70.4,27.1,125.2604,75.4
Iraq,2007,26.6,127.2432,58.2,28.3,126.0007,69.4
Iceland,2007,27.1,129.6584,79.4,25.9,119.0416,83.3
Israel,2007,27,126.8276,78.7,27.2,121.501,82.5
Italy,2007,26.4,131.0274,78.7,24.8,123.9902,84
Jamaica,2007,23.9,130.4613,69.2,27.1,125.2664,73.7
Jordan,2007,27.4,125.1171,71.7,29.2,121.7232,75.3
Japan,2007,23.4,130.563,79.1,21.9,122.3211,85.9
Kazakhstan,2007,26.1,134.213,60.9,26.5,128.9662,71
Kenya,2007,21.5,131.6354,57.5,23,129.5575,60.2
Cambodia,2007,20.7,123.2,63.6,21.6,117.6488,67.7
Kiribati,2007,29.1,128.5721,63.1,31.1,121.8235,66.5
Kuwait,2007,29,127.5075,75.4,31,123.8339,79.3
Lebanon,2007,27.1,128.6859,74.7,27.6,127.7571,79.2
Liberia,2007,21.8,132.4533,56.9,23.1,131.057,59.7
Libya,2007,26.4,135.9149,69.8,29.1,133.4084,74.2
Sri Lanka,2007,21.9,128.1967,67.5,23,124.8183,77.3
Lesotho,2007,21.8,131.2942,40.8,26.7,130.8698,45.6
Lithuania,2007,26.7,137.0706,65.5,26,130.9421,77.8
Luxembourg,2007,27.3,131.1578,76.7,26.1,122.812,82.2
Latvia,2007,26.3,136.592,65.6,25.6,129.7238,76.4
"Macao, China",2007,25.5,127.8099,79.5,24.8,122.098,85.5
Morocco,2007,25.5,126.9329,67.9,26.1,126.5633,71.3
Moldova,2007,24.1,133.4755,64.9,27,129.8823,73
Madagascar,2007,21.3,133.7134,60.2,20.7,132.4699,63.4
Maldives,2007,23.1,127.7785,74.6,26.3,123.3267,77.1
Mexico,2007,27.3,126.427,71.5,28.6,122.1928,77
Marshall Islands,2007,29.2,127.4849,61.7,31.2,121.4734,65.3
Mali,2007,21.7,127.3856,54.1,22.9,127.927,55.7
Malta,2007,27.6,131.9197,77.7,27,124.5656,82.4
Myanmar,2007,21.3,125.2654,59.6,22.3,123.0381,65.3
Montenegro,2007,26.4,135.3729,71.8,25.6,129.5018,77.1
Mongolia,2007,24.7,136.2066,61.7,25.6,129.6373,70.8
Mozambique,2007,21.8,137.0187,51,23.2,135.0528,54
Mauritania,2007,22.5,132.3835,60.5,26.1,129.8404,63.9
Mauritius,2007,25,134.1888,69.5,26,130.8292,76.9
Malawi,2007,21.9,135.6409,52,22.8,133.4161,55.9
Malaysia,2007,24.6,126.9144,72.1,25.3,124.0581,76.5
Namibia,2007,22.5,135.8115,51.1,25,133.176,56.2
Niger,2007,21.1,138.852,54.9,21.9,134.5287,56.1
Nigeria,2007,22.9,132.4604,49.3,23.6,135.291,50.8
Nicaragua,2007,25.7,128.5762,66.5,27.4,123.3798,72.6
Netherlands,2007,25.9,131.2736,78,25.4,122.0498,82.3
Norway,2007,26.8,134.5985,78.2,25.7,126.3296,82.7
Nepal,2007,20.8,125.2778,64.5,20.6,125.455,68.2
Nauru,2007,33.7,133.8025,55.4,34.8,127.5322,62.6
New Zealand,2007,27.6,127.4408,78,27.3,119.1506,82.2
Oman,2007,26.1,129.5573,72.4,26.6,127.1255,77.6
Pakistan,2007,22.3,126.851,61.9,23.4,126.4809,66.1
Panama,2007,26.1,129.6704,73.2,27.5,122.7312,79.3
Peru,2007,24.7,125.4751,71.3,26,119.8336,75.3
Philippines,2007,22.8,126.3497,68.8,23.4,122.3867,72.2
Palau,2007,30.2,130.8151,63.7,31.6,124.6605,69.9
Papua New Guinea,2007,24.9,122.4925,60.6,25.6,119.7737,63.9
Poland,2007,26.6,134.7934,71,25.9,129.7244,79.7
Puerto Rico,2007,28.2,129.9888,73.5,30.1,121.4016,81.7
Portugal,2007,26.6,134.6775,75.9,26.1,127.5741,82.5
Paraguay,2007,25.4,130.4297,68.3,25.8,123.6237,74.1
French Polynesia,2007,30.7,131.6327,77.6,31.9,124.0502,82.8
Qatar,2007,28,130.669,75.8,28.8,126.6956,79.7
Romania,2007,25.3,133.245,69.1,25.2,128.878,76.1
Russia,2007,25.9,132.0923,62.1,27.1,128.4828,74.5
Rwanda,2007,22.4,135.5185,58.6,22,134.7198,61.2
Saudi Arabia,2007,27.8,129.2996,73.8,29.5,126.9023,76.6
Sudan,2007,22.3,133.2255,58.7,23,129.4601,64.1
Senegal,2007,21.8,132.2178,61.1,24.2,130.1167,63.9
Singapore,2007,23.8,127.8219,78.2,22.9,121.526,83.6
Solomon Islands,2007,27,125.5993,66.3,28.7,123.8262,70
Sierra Leone,2007,22.4,134.4958,49.7,23.8,134.499,51
El Salvador,2007,26.3,126.0964,66.3,27.7,119.8926,75.7
Somalia,2007,21.9,133.2337,48.9,22.6,131.2116,52.2
Serbia,2007,26.4,136.957,70.7,25.6,130.4804,76.5
Sao Tome and Principe,2007,23.4,137.0533,62.6,24.7,135.9739,67
Suriname,2007,25.4,129.959,65.1,27.6,124.6142,71.6
Slovak Republic,2007,26.8,135.5962,70.6,26.3,129.6767,78.3
Slovenia,2007,27.4,136.3921,75,26.6,130.1333,82
Sweden,2007,26.3,131.8709,78.9,25.1,123.2888,82.9
Seychelles,2007,25.4,135.7586,67.8,27.9,128.9021,76.9
Syria,2007,26.8,128.3461,71.2,28.8,127.1199,76.5
Chad,2007,21.4,131.092,47.5,21.8,127.7603,50
Togo,2007,21.8,132.6703,56.1,22.6,130.8211,56.9
Thailand,2007,22.9,124.6024,71.2,24.3,120.5532,79.4
Tajikistan,2007,23.7,132.0538,64.9,23.8,129.7642,69.7
Turkmenistan,2007,25.1,132.7599,63.4,24.6,129.149,70.5
Timor-Leste,2007,20.6,125.7606,62.2,21.4,122.5537,65.4
Tonga,2007,30.9,130.4528,67.2,34,125.5914,73.2
Trinidad and Tobago,2007,26.3,130.6266,68.6,28.2,124.9029,74.7
Tunisia,2007,25,128.8738,72.3,27.8,128.818,78.1
Turkey,2007,26.6,123.9596,71,28.2,124.4208,77.4
Taiwan,2007,24.4,125.2241,75.1,23.1,117.8253,81.6
Tanzania,2007,22.4,131.1181,56.2,23,130.4586,58.9
Uganda,2007,22.3,135.1282,53.7,22.4,134.2373,56.7
Ukraine,2007,25.3,136.8546,63.2,26.1,131.4869,74.5
Uruguay,2007,26.3,132.1484,72.3,26.4,124.3055,80.6
United States,2007,28.4,123.3933,75.5,28.3,118.7307,80.6
Uzbekistan,2007,25.2,128.1536,65.6,25.3,124.218,71
Venezuela,2007,27.3,131.9951,69.1,28,123.8766,77.3
British Virgin Islands,2007,27.2,134.8916,72.5,28.8,127.7404,78
Vietnam,2007,20.8,126.3877,68.7,21,121.9161,78.2
Vanuatu,2007,26.6,134.0911,67.5,28.3,131.9058,72
Samoa,2007,30.3,132.2794,69.5,33.4,126.158,75
South Africa,2007,26.5,133.3809,52.7,29.3,130.8109,56.9
Zambia,2007,20.6,133.7211,51.5,22.9,131.9837,53.9
Zimbabwe,2007,22,131.6147,44.9,24.6,131.7722,46.3
Afghanistan,2008,20.6,125.6672,58.2,21.1,125.0857,61.5
Angola,2008,22.3,133.5843,52.5,23.5,130.1247,56.7
Albania,2008,26.4,133.8207,75.2,25.7,129.1636,80.4
Andorra,2008,27.6,131.5517,80.4,26.4,121.8377,85.5
United Arab Emirates,2008,28.1,128.1023,76,29.6,121.7369,79.7
Argentina,2008,27.5,128.5042,72.3,27.5,118.8915,78.9
Armenia,2008,25.4,135.2805,68,27.1,132.8108,76.6
Antigua and Barbuda,2008,25.8,133.4684,73.5,27.5,125.2989,79.1
Australia,2008,27.6,127.1865,79.2,26.9,117.3755,83.7
Austria,2008,26.5,131.36,77.6,25.1,124.1394,82.9
Azerbaijan,2008,25.6,132.0707,65.6,27.5,128.6024,72
Burundi,2008,21.5,135.1196,54,21.3,134.1955,57.4
Belgium,2008,26.8,128.5194,76.8,25.1,121.8227,82.3
Benin,2008,22.4,132.8253,56.5,23.7,130.2723,59.2
Burkina Faso,2008,21.3,131.5922,53.7,21.6,130.6651,56.8
Bangladesh,2008,20.4,125.805,65.6,20.6,125.0307,68.7
Bulgaria,2008,26.5,134.1873,69.8,25.5,128.4721,77
Bahrain,2008,27.8,130.5309,76.8,28.8,129.9373,79.7
Bahamas,2008,27.3,132.7779,69.3,29.1,124.3862,76
Bosnia and Herzegovina,2008,26.6,133.3159,73.9,26.4,133.1905,79.6
Belarus,2008,26.2,136.6067,65.2,26.6,129.7968,76.8
Belize,2008,27,127.9013,68.6,29.8,120.9224,74
Bermuda,2008,28.4,133.5003,75.4,30.3,124.023,81.8
Bolivia,2008,24.4,128.1917,63.2,26.9,122.4155,67.9
Brazil,2008,25.8,133.4022,69.4,26,124.8745,76.1
Barbados,2008,26.4,131.2451,73.1,29.2,126.394,77.6
Brunei,2008,24.2,127.9886,72.9,22.9,120.8712,77.1
Bhutan,2008,22.8,127.1796,66.1,22.9,125.1258,69.2
Botswana,2008,22.1,133.5112,55.7,26.1,133.1307,58.4
Canada,2008,27.4,123.642,78.4,26.7,118.0571,83
Switzerland,2008,26.2,130.5664,79.6,24.1,119.6465,84.2
Chile,2008,27,133.4792,75.7,27.9,125.5417,81.3
China,2008,22.9,127.7052,72.4,22.9,124.2903,77.6
Cote d'Ivoire,2008,22.6,134.5917,52.6,23.8,131.5237,54.8
Cameroon,2008,23.7,131.2896,54.3,24.9,127.2823,57
"Congo, Dem. Rep.",2008,19.9,132.7027,53.8,21.7,129.3571,56.8
"Congo, Rep.",2008,21.9,134.0298,59.6,23.1,131.6935,61.2
Colombia,2008,24.9,130.2999,70.9,26.2,124.0235,77.7
Comoros,2008,22.1,134.3855,58.8,22.4,132.1354,62.3
Cape Verde,2008,23.5,138.1368,68.5,25,133.4466,76.4
Costa Rica,2008,26.5,129.1003,76,27,121.35,81
Cuba,2008,25.1,129.6241,75.2,26.6,126.0594,79.8
Cyprus,2008,27.4,131.2014,76.8,25.9,122.6309,81.2
Germany,2008,27.2,132.8777,77.1,25.7,124.9044,82.4
Djibouti,2008,23.4,132.9728,57.5,24.4,129.3376,61.3
Dominica,2008,24.6,135.0412,70.7,28.8,131.1026,76.2
Denmark,2008,26.1,129.7452,76.5,25.1,119.5815,80.9
Algeria,2008,24.6,130.0443,71.8,26.4,129.9049,74.1
Ecuador,2008,25.6,129.3833,71.9,27.1,122.9864,78.1
Egypt,2008,26.7,125.9152,66.8,30.1,125.0931,71.9
Eritrea,2008,20.9,129.0578,60.9,21.1,125.7948,64.2
Spain,2008,27.5,130.3884,78.2,26.3,122.0453,84.3
Estonia,2008,26.3,138.5625,69,25.2,129.5161,79.5
Ethiopia,2008,20.3,129.571,55.9,20.7,126.6251,59.4
Finland,2008,26.7,135.2823,76.3,25.6,126.5645,83
Fiji,2008,26.5,129.5842,65.2,29.3,127.4768,68.9
France,2008,25.9,131.0455,77.6,24.8,120.0146,84.4
"Micronesia, Fed. Sts.",2008,28.1,132.0916,68.2,31.3,125.4472,74.3
Gabon,2008,24.1,134.0927,61.5,25.9,130.3625,64.8
United Kingdom,2008,27.4,131.1873,77.6,26.9,124.0845,81.7
Georgia,2008,25.6,135.3898,66.7,26.4,130.5789,75.9
Ghana,2008,22.8,129.4649,59.2,24.3,128.2953,61.8
Guinea,2008,22.5,132.7823,55,22.4,132.2765,57
Gambia,2008,21.6,133.6702,59,24.8,130.208,61.1
Guinea-Bissau,2008,21.6,132.306,52.5,22.9,130.7627,56.7
Equatorial Guinea,2008,23.8,136.4204,55.5,24.5,132.0392,58.8
Greece,2008,26.3,128.5462,77.2,24.9,122.9342,83
Grenada,2008,25.2,131.5923,72.1,27.3,125.6017,77.3
Greenland,2008,26,133.1297,68.5,26.7,124.9943,72.9
Guatemala,2008,25.3,126.9508,66.9,26.8,120.9596,73.9
Guyana,2008,23.7,129.0988,63.1,26.5,125.1512,69.8
"Hong Kong, China",2008,25.1,127.6367,79.5,23.7,119.3193,85.4
Honduras,2008,25.1,128.3882,68.5,26.7,122.9621,72.5
Croatia,2008,26.6,135.5312,72.7,25.2,130.3921,79.6
Haiti,2008,23.7,130.0145,59,23.3,125.3461,63.7
Hungary,2008,27.1,136.0574,69.8,26,128.6968,78
Indonesia,2008,21.9,128.8672,66.5,23,126.4216,69.9
India,2008,21,123.9386,64.7,21.3,123.1274,67.8
Ireland,2008,27.6,134.9432,77.5,26.6,124.7801,82
Iran,2008,25.3,128.1641,70.5,27.2,125.1859,74.9
Iraq,2008,26.7,127.4219,60.7,28.4,125.988,69.4
